epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
256,13448.6,0.32054,0.98181,0.21526,0.87541,0.99811,0.99486,0.99493,0.98413,0.75735,0.75666,0.70906,0.69173,0.21811,0.81716,0.15369,0.81447,0.000132031,0.000132031,0.000132031
257,13498.4,0.31158,0.95528,0.2076,0.86672,0.99541,0.99457,0.99492,0.9832,0.76017,0.75397,0.71409,0.69409,0.22126,0.81196,0.15497,0.81619,0.000129282,0.000129282,0.000129282
258,13550.2,0.31219,0.95314,0.20731,0.87043,0.99785,0.99076,0.9949,0.98272,0.7598,0.75469,0.71383,0.69409,0.2262,0.8246,0.15756,0.81778,0.000126533,0.000126533,0.000126533
259,13601.6,0.31281,0.95628,0.21035,0.87123,0.99667,0.99326,0.9949,0.98291,0.76365,0.76082,0.71644,0.69684,0.2227,0.79966,0.15492,0.81717,0.000123784,0.000123784,0.000123784
260,13653.2,0.30949,0.94274,0.20476,0.87028,0.99766,0.99526,0.99496,0.98427,0.75905,0.75789,0.70841,0.68963,0.21883,0.78919,0.15143,0.81554,0.000121035,0.000121035,0.000121035
261,13702.5,0.31285,0.96642,0.20743,0.86598,0.99798,0.99578,0.99494,0.984,0.75542,0.75406,0.70634,0.68576,0.22359,0.79199,0.15141,0.81726,0.000118286,0.000118286,0.000118286
262,13752.1,0.3147,0.9392,0.21189,0.87206,0.99778,0.99614,0.99496,0.98363,0.75502,0.75412,0.71021,0.69307,0.22054,0.7882,0.15208,0.81614,0.000115537,0.000115537,0.000115537
263,13801.3,0.31496,0.91838,0.20991,0.87276,0.99727,0.99605,0.99497,0.98606,0.76012,0.75957,0.71589,0.69706,0.21327,0.80472,0.15171,0.81298,0.000112788,0.000112788,0.000112788
264,13853.1,0.31088,0.97029,0.20442,0.86507,0.99842,0.99399,0.99497,0.98405,0.76034,0.7574,0.71173,0.69126,0.22048,0.80313,0.14966,0.81504,0.000110039,0.000110039,0.000110039
265,13905.3,0.31319,0.96003,0.21086,0.86571,0.99825,0.99354,0.99493,0.9844,0.76115,0.75871,0.71106,0.68824,0.21627,0.78632,0.14914,0.81409,0.00010729,0.00010729,0.00010729
266,13957.8,0.30641,0.92467,0.20314,0.8656,0.99889,0.99337,0.99494,0.98509,0.7587,0.7552,0.71213,0.69004,0.21457,0.78009,0.14959,0.81259,0.000104542,0.000104542,0.000104542
267,14008.7,0.30956,0.95569,0.20454,0.86448,0.99911,0.99369,0.99496,0.98442,0.76377,0.75968,0.71426,0.69362,0.22392,0.7869,0.14946,0.81623,0.000101793,0.000101793,0.000101793
268,14057.5,0.30604,0.94825,0.2055,0.87063,0.99925,0.99445,0.99496,0.9859,0.76647,0.7628,0.71349,0.69225,0.21356,0.79062,0.1488,0.81199,9.90437e-05,9.90437e-05,9.90437e-05
269,14107,0.31129,0.91695,0.20454,0.87023,0.99778,0.99657,0.99499,0.98475,0.75435,0.75388,0.70573,0.6865,0.21959,0.79744,0.14775,0.8141,9.62948e-05,9.62948e-05,9.62948e-05
270,14156.9,0.30563,0.91625,0.20335,0.86576,0.99773,0.99627,0.99499,0.98607,0.75804,0.75768,0.71079,0.69057,0.21193,0.80359,0.14699,0.81238,9.35459e-05,9.35459e-05,9.35459e-05
271,14209.1,0.31084,0.94194,0.2027,0.87103,0.99874,0.99431,0.99496,0.98364,0.76432,0.76119,0.71803,0.69497,0.22061,0.82249,0.14953,0.81478,9.0797e-05,9.0797e-05,9.0797e-05
272,14261.1,0.30598,0.91186,0.20271,0.86421,0.99904,0.99468,0.99496,0.98569,0.76394,0.76077,0.71851,0.6975,0.20954,0.83971,0.14782,0.81152,8.80481e-05,8.80481e-05,8.80481e-05
273,14311.7,0.30603,0.90882,0.20813,0.86921,0.99903,0.99479,0.99496,0.98417,0.76583,0.76216,0.71886,0.69511,0.21652,0.82147,0.14989,0.81414,8.52992e-05,8.52992e-05,8.52992e-05
274,14361.9,0.30955,0.92475,0.20409,0.86906,0.99893,0.99358,0.99496,0.98574,0.76398,0.75957,0.71262,0.69329,0.20865,0.81354,0.14839,0.81152,8.25503e-05,8.25503e-05,8.25503e-05
275,14412.7,0.30712,0.93196,0.20226,0.86902,0.99784,0.99384,0.99495,0.98472,0.75994,0.75812,0.71036,0.69172,0.21374,0.81836,0.14801,0.81367,7.98014e-05,7.98014e-05,7.98014e-05
276,14462.6,0.30623,0.93967,0.20236,0.86588,0.99749,0.99595,0.99496,0.9863,0.76096,0.76037,0.71305,0.69265,0.20948,0.81453,0.14461,0.81183,7.70525e-05,7.70525e-05,7.70525e-05
277,14512,0.30925,0.91835,0.20397,0.87055,0.99769,0.99593,0.99497,0.98587,0.75866,0.75776,0.71162,0.69487,0.21567,0.80557,0.14727,0.81383,7.43036e-05,7.43036e-05,7.43036e-05
278,14562.8,0.30775,0.9423,0.20575,0.87183,0.99809,0.99626,0.99497,0.98577,0.76225,0.75737,0.71329,0.6933,0.21272,0.80341,0.1457,0.81144,7.15547e-05,7.15547e-05,7.15547e-05
279,14613.6,0.3018,0.92053,0.19898,0.86678,0.99873,0.99577,0.99497,0.98599,0.75771,0.75555,0.71087,0.69183,0.20995,0.79955,0.14514,0.81075,6.88058e-05,6.88058e-05,6.88058e-05
280,14665.4,0.30458,0.93956,0.20207,0.87052,0.99812,0.99451,0.99495,0.98567,0.75536,0.75347,0.70737,0.68994,0.21402,0.80286,0.14752,0.81313,6.60569e-05,6.60569e-05,6.60569e-05
281,14716.5,0.31227,0.92797,0.20379,0.87098,0.9981,0.99435,0.99495,0.98585,0.76284,0.76086,0.71235,0.69042,0.2115,0.80487,0.14718,0.81176,6.3308e-05,6.3308e-05,6.3308e-05
282,14766.2,0.31247,0.96673,0.20071,0.86956,0.99624,0.99663,0.99494,0.98525,0.75408,0.75455,0.70758,0.68911,0.21713,0.8236,0.14868,0.81305,6.05591e-05,6.05591e-05,6.05591e-05
283,14815.8,0.30467,0.93685,0.20138,0.86813,0.99735,0.9958,0.99496,0.98571,0.7554,0.75554,0.70793,0.68866,0.21199,0.81466,0.14684,0.81162,5.78102e-05,5.78102e-05,5.78102e-05
284,14865.1,0.30255,0.9161,0.2021,0.86172,0.9981,0.99603,0.99496,0.98605,0.75789,0.75709,0.70921,0.69001,0.21261,0.80574,0.14749,0.81199,5.50613e-05,5.50613e-05,5.50613e-05
285,14914.1,0.30931,0.93802,0.20302,0.87144,0.99868,0.99521,0.99493,0.9858,0.76152,0.76149,0.71281,0.6933,0.21115,0.80399,0.14511,0.81108,5.23124e-05,5.23124e-05,5.23124e-05
286,15017.4,0.30877,0.91062,0.20661,0.87096,0.99671,0.99635,0.99493,0.9853,0.76215,0.75791,0.71252,0.6931,0.21162,0.80759,0.14679,0.8119,4.95635e-05,4.95635e-05,4.95635e-05
287,15068.3,0.30716,0.90279,0.19909,0.86529,0.99702,0.99679,0.99493,0.98557,0.76289,0.76296,0.71739,0.6934,0.21656,0.82294,0.14721,0.8143,4.68146e-05,4.68146e-05,4.68146e-05
288,15120.1,0.30421,0.91502,0.1987,0.86633,0.99668,0.99695,0.99492,0.98601,0.76258,0.76305,0.71545,0.69437,0.21358,0.81286,0.14638,0.81321,4.40657e-05,4.40657e-05,4.40657e-05
289,15169.9,0.30471,0.91696,0.19972,0.86822,0.99757,0.99628,0.99492,0.98579,0.76174,0.76154,0.71596,0.69592,0.2117,0.80528,0.14625,0.81192,4.13168e-05,4.13168e-05,4.13168e-05
290,15219.8,0.30319,0.90325,0.20002,0.86751,0.99789,0.99424,0.9949,0.98599,0.76498,0.76197,0.71665,0.69371,0.21293,0.81146,0.14594,0.81194,3.85679e-05,3.85679e-05,3.85679e-05
291,15298,0.25366,0.8039,0.17661,0.8462,0.99723,0.99651,0.9949,0.98447,0.76012,0.75863,0.70747,0.6871,0.21939,0.8247,0.15063,0.81365,3.5819e-05,3.5819e-05,3.5819e-05
292,15343.5,0.24588,0.76878,0.17459,0.83924,0.99788,0.99602,0.9949,0.98522,0.76162,0.75977,0.70887,0.69051,0.21504,0.81722,0.14878,0.81205,3.30701e-05,3.30701e-05,3.30701e-05
293,15391,0.24011,0.78483,0.16426,0.83101,0.99774,0.996,0.99493,0.98542,0.75992,0.75831,0.70415,0.68488,0.21106,0.81889,0.14737,0.81086,3.03212e-05,3.03212e-05,3.03212e-05
294,15439.2,0.24247,0.79928,0.16725,0.83612,0.99594,0.99675,0.9949,0.98458,0.76279,0.76126,0.70805,0.68865,0.21133,0.81809,0.14662,0.8107,2.75723e-05,2.75723e-05,2.75723e-05
295,15485.5,0.25462,0.83533,0.18681,0.84996,0.99662,0.99686,0.99492,0.98486,0.76142,0.76178,0.70606,0.68655,0.21254,0.81892,0.14708,0.81141,2.48234e-05,2.48234e-05,2.48234e-05
296,15531.4,0.24303,0.78928,0.16776,0.84044,0.99701,0.99636,0.99493,0.98535,0.75906,0.75927,0.70498,0.68678,0.21174,0.81212,0.14553,0.81132,2.20745e-05,2.20745e-05,2.20745e-05
297,15576.2,0.2429,0.77833,0.16817,0.84063,0.99791,0.99681,0.99493,0.98491,0.76037,0.76017,0.70695,0.68723,0.21176,0.81146,0.14572,0.81134,1.93256e-05,1.93256e-05,1.93256e-05
298,15621.8,0.24076,0.77896,0.16942,0.83939,0.99761,0.99698,0.99493,0.98494,0.75629,0.75639,0.70439,0.68641,0.21083,0.80444,0.14461,0.81061,1.65767e-05,1.65767e-05,1.65767e-05
299,15666.9,0.24142,0.76448,0.16736,0.83778,0.99764,0.99703,0.99494,0.98536,0.75785,0.7579,0.70379,0.68507,0.20927,0.80523,0.14407,0.81024,1.38278e-05,1.38278e-05,1.38278e-05
300,15712.8,0.23742,0.78833,0.16476,0.83561,0.9976,0.99704,0.99494,0.98534,0.75627,0.75639,0.70276,0.68546,0.20853,0.80521,0.14438,0.80983,1.10789e-05,1.10789e-05,1.10789e-05
